polygon_number,point_order,longitude,latitude,tractce10,aland10,geom
190,201,-122.37588,37.73563,017902,2720913,POINT (-122.375881000108 37.7356290002782)
58,16,-122.49532,37.75354,032902,504364,POINT (-122.495315000387 37.7535410007167)
67,68,-122.45507,37.72369,031201,512034,POINT (-122.455069999781 37.7236870008545)
57,14,-122.47237,37.71287,033203,438008,POINT (-122.472370999922 37.7128680001582)
85,1083,-122.43217,37.8061,012602,629174,POINT (-122.432165000215 37.8061000008144)
85,377,-122.43511,37.80743,012602,629174,POINT (-122.435113000365 37.8074290000484)
63,13,-122.48008,37.75969,032601,417958,POINT (-122.480076000007 37.7596900000935)
85,646,-122.4339,37.80702,012602,629174,POINT (-122.433900000185 37.8070230002114)
190,66,-122.36058,37.81123,017902,2720913,POINT (-122.360581000513 37.8112280007717)
59,3,-122.48534,37.74263,032901,671724,POINT (-122.48533500061 37.7426260000899)
80,19,-122.44167,37.78223,015801,343641,POINT (-122.441671999763 37.7822340000991)
85,747,-122.43392,37.80667,012602,629174,POINT (-122.433924000392 37.8066669999821)
73,15,-122.40891,37.77345,017802,510134,POINT (-122.408912999935 37.7734470004788)
62,34,-122.48595,37.76511,032602,470713,POINT (-122.485954000377 37.7651100000265)
59,20,-122.4949,37.7477,032901,671724,POINT (-122.494904000319 37.7477040004393)
65,13,-122.47146,37.71609,031301,451685,POINT (-122.47145700004 37.7160850001227)
93,7,-122.41575,37.79121,011901,62294,POINT (-122.415750000462 37.7912060001568)
94,91,-122.37135,37.73706,023103,1255643,POINT (-122.37134800061 37.7370560004341)
85,819,-122.43326,37.8065,012602,629174,POINT (-122.433258000257 37.806502000467)
67,51,-122.45824,37.72436,031201,512034,POINT (-122.458243000414 37.7243570002754)
190,169,-122.37488,37.73498,017902,2720913,POINT (-122.374877000573 37.7349760007419)
71,151,-122.44503,37.75661,020402,591639,POINT (-122.44502599975 37.7566120002436)
190,5,-122.42408,37.82863,017902,2720913,POINT (-122.424081999784 37.8286270000361)
71,44,-122.44482,37.74697,020402,591639,POINT (-122.444820000143 37.746970000765)
85,537,-122.43504,37.80706,012602,629174,POINT (-122.435040999742 37.8070620002112)
85,337,-122.4355,37.80759,012602,629174,POINT (-122.435498000133 37.8075910003245)
70,47,-122.39834,37.76118,022704,544608,POINT (-122.398338000598 37.7611840006412)
64,55,-122.46354,37.71793,031302,684760,POINT (-122.463542000163 37.7179300006691)
94,12,-122.37381,37.73923,023103,1255643,POINT (-122.373810999978 37.7392280007717)
85,291,-122.43419,37.80784,012602,629174,POINT (-122.434191000115 37.8078430002543)
65,30,-122.46974,37.72164,031301,451685,POINT (-122.469740000001 37.7216440001705)
71,183,-122.44216,37.75875,020402,591639,POINT (-122.442163999969 37.7587540000971)
56,25,-122.47811,37.71748,033204,373362,POINT (-122.478113000315 37.717484000786)
85,220,-122.44116,37.80706,012602,629174,POINT (-122.441163000572 37.8070560008338)
73,47,-122.40252,37.77957,017802,510134,POINT (-122.402518000006 37.7795720005474)
85,88,-122.44177,37.8073,012602,629174,POINT (-122.441771999878 37.8073000003948)
81,1,-122.4226,37.79118,013102,237981,POINT (-122.422598999744 37.7911829999955)
85,266,-122.43366,37.8082,012602,629174,POINT (-122.433655999725 37.8082010005758)
83,15,-122.43605,37.79984,012902,352546,POINT (-122.436046000223 37.7998430000545)
85,910,-122.43292,37.80623,012602,629174,POINT (-122.43292200005 37.8062320006064)
190,16,-122.36624,37.82948,017902,2720913,POINT (-122.366235000445 37.8294830008398)
56,10,-122.47466,37.71915,033204,373362,POINT (-122.474656000074 37.7191540004568)
71,156,-122.44438,37.7564,020402,591639,POINT (-122.444384999868 37.756402000452)
59,8,-122.49069,37.74239,032901,671724,POINT (-122.490692000336 37.7423899999986)
85,405,-122.43434,37.80753,012602,629174,POINT (-122.434337000552 37.807526000025)
85,469,-122.43468,37.80736,012602,629174,POINT (-122.434681000228 37.8073620005559)
85,480,-122.43492,37.80733,012602,629174,POINT (-122.43492200055 37.8073330001179)
88,30,-122.41997,37.77831,012402,359016,POINT (-122.419967999823 37.7783119999988)
85,814,-122.43309,37.80653,012602,629174,POINT (-122.43309099975 37.8065250006283)
190,186,-122.37573,37.73512,017902,2720913,POINT (-122.375730000339 37.735121000234)
85,256,-122.43661,37.80752,012602,629174,POINT (-122.436614000336 37.8075230007859)
69,62,-122.41378,37.73267,025701,624487,POINT (-122.413783999732 37.7326720006124)
81,29,-122.4258,37.79087,013102,237981,POINT (-122.425801999962 37.790874000135)
85,669,-122.43384,37.80684,012602,629174,POINT (-122.433841000162 37.8068370006271)
85,794,-122.4331,37.80662,012602,629174,POINT (-122.433103000303 37.8066160003282)
85,963,-122.43368,37.80592,012602,629174,POINT (-122.433680999978 37.805915000377)
85,833,-122.43357,37.8064,012602,629174,POINT (-122.433573000394 37.8063960000754)
83,0,-122.42436,37.80042,012902,352546,POINT (-122.424358999968 37.800415000352)
85,1078,-122.43232,37.80598,012602,629174,POINT (-122.432320000168 37.8059830008149)
64,8,-122.46494,37.71044,031302,684760,POINT (-122.464938999835 37.7104360004211)
85,41,-122.44103,37.80386,012602,629174,POINT (-122.441031999927 37.8038580008461)
85,555,-122.43455,37.80704,012602,629174,POINT (-122.43454800039 37.807040000096)
85,234,-122.44128,37.8069,012602,629174,POINT (-122.441275000341 37.8069000008344)
85,946,-122.43382,37.80612,012602,629174,POINT (-122.433815999908 37.8061170006991)
85,173,-122.44229,37.8071,012602,629174,POINT (-122.442293000522 37.807101000211)
78,15,-122.432,37.77143,016801,226847,POINT (-122.431998000607 37.7714310001406)
69,42,-122.41951,37.73149,025701,624487,POINT (-122.419514000471 37.7314900000635)
81,23,-122.42687,37.79617,013102,237981,POINT (-122.426871999843 37.7961710006912)
65,18,-122.47265,37.7177,031301,451685,POINT (-122.47265200029 37.7176980007622)
88,13,-122.4175,37.77654,012402,359016,POINT (-122.417501000271 37.7765410001671)
69,52,-122.42113,37.73189,025701,624487,POINT (-122.421134000534 37.7318910005692)
71,8,-122.43897,37.75539,020402,591639,POINT (-122.43897400035 37.755389000502)
71,119,-122.44723,37.75285,020402,591639,POINT (-122.447225000433 37.7528480002351)
85,614,-122.43315,37.80712,012602,629174,POINT (-122.433152999911 37.8071160000035)
85,846,-122.43388,37.80642,012602,629174,POINT (-122.43387800007 37.806421000329)
85,762,-122.43389,37.80651,012602,629174,POINT (-122.43389099977 37.806513000075)
55,4,-122.4795,37.7804,042601,293739,POINT (-122.479495000194 37.7803979999678)
85,878,-122.43344,37.80626,012602,629174,POINT (-122.433442999795 37.8062570008599)
85,437,-122.43379,37.80747,012602,629174,POINT (-122.433792999747 37.8074740003249)
85,582,-122.43385,37.80713,012602,629174,POINT (-122.433847000439 37.807129000603)
72,42,-122.44585,37.75643,020401,327213,POINT (-122.445848999931 37.7564250006133)
85,73,-122.44222,37.80714,012602,629174,POINT (-122.442217999761 37.8071370000725)
81,16,-122.43018,37.79585,013102,237981,POINT (-122.430183000545 37.7958540004618)
67,36,-122.46228,37.72515,031201,512034,POINT (-122.462280000422 37.7251470007336)
94,87,-122.37104,37.73716,023103,1255643,POINT (-122.371037999804 37.7371620008257)
68,7,-122.40105,37.72368,025702,533460,POINT (-122.401047000519 37.7236780004394)
71,68,-122.4498,37.74644,020402,591639,POINT (-122.449797000331 37.7464420006978)
67,20,-122.45716,37.72003,031201,512034,POINT (-122.457157999842 37.7200300003843)
64,40,-122.47254,37.71663,031302,684760,POINT (-122.472542000613 37.7166310001206)
69,86,-122.40813,37.73766,025701,624487,POINT (-122.408125000468 37.7376570002704)
85,774,-122.4336,37.80655,012602,629174,POINT (-122.43359999984 37.8065510000287)
85,601,-122.4333,37.80728,012602,629174,POINT (-122.433304999726 37.8072810004179)
85,906,-122.43281,37.80625,012602,629174,POINT (-122.432812000373 37.8062460003527)
65,45,-122.46226,37.71993,031301,451685,POINT (-122.462262000491 37.7199290002233)
71,188,-122.44038,37.75903,020402,591639,POINT (-122.440381000483 37.7590320003266)
85,733,-122.43361,37.80677,012602,629174,POINT (-122.433614000486 37.8067730003737)
85,978,-122.43333,37.80596,012602,629174,POINT (-122.433334000164 37.8059600006536)
85,422,-122.43383,37.80749,012602,629174,POINT (-122.433830000554 37.8074930003017)
69,16,-122.40754,37.73185,025701,624487,POINT (-122.407539000424 37.7318470003389)
64,72,-122.46132,37.71079,031302,684760,POINT (-122.461323000356 37.7107930006965)
69,37,-122.41954,37.72913,025701,624487,POINT (-122.419536000586 37.7291290000034)
68,2,-122.40182,37.72678,025702,533460,POINT (-122.401822000285 37.7267750002661)
85,714,-122.43311,37.80677,012602,629174,POINT (-122.433105000395 37.8067680001432)
76,0,-122.44258,37.76593,017101,313382,POINT (-122.442575000036 37.7659279999773)
85,769,-122.43369,37.80647,012602,629174,POINT (-122.433694999724 37.8064680006977)
72,10,-122.44224,37.7581,020401,327213,POINT (-122.442237999784 37.7581040006991)
77,2,-122.42023,37.77444,016802,215590,POINT (-122.42023100026 37.7744380003135)
85,450,-122.43412,37.80736,012602,629174,POINT (-122.434123000576 37.8073570003253)
71,100,-122.44964,37.74931,020402,591639,POINT (-122.449640000286 37.7493140000411)
54,10,-122.4752,37.7806,042602,332541,POINT (-122.475203000118 37.7805960001054)
190,56,-122.36528,37.81853,017902,2720913,POINT (-122.365281000518 37.818527000121)
70,17,-122.4059,37.75893,022704,544608,POINT (-122.405903000523 37.7589340003039)
66,35,-122.44918,37.723,031202,309328,POINT (-122.449178000564 37.7230030007879)
55,19,-122.48301,37.78584,042601,293739,POINT (-122.483005000181 37.7858350006848)
76,51,-122.44387,37.76754,017101,313382,POINT (-122.443866000216 37.7675360003861)
71,19,-122.44189,37.75337,020402,591639,POINT (-122.441885999739 37.7533650006943)
190,112,-122.37456,37.73282,017902,2720913,POINT (-122.374558000251 37.7328200002429)
80,4,-122.43379,37.78029,015801,343641,POINT (-122.433785000278 37.7802870002449)
85,306,-122.43465,37.8077,012602,629174,POINT (-122.434650999744 37.8076980007622)
190,122,-122.37548,37.73278,017902,2720913,POINT (-122.375476000317 37.7327790001508)
71,62,-122.4507,37.74593,020402,591639,POINT (-122.450704999936 37.7459290004231)
61,5,-122.47584,37.74503,032801,587710,POINT (-122.47583899977 37.7450260001498)
85,320,-122.43509,37.80773,012602,629174,POINT (-122.435087000065 37.8077300004392)
190,244,-122.37618,37.73846,017902,2720913,POINT (-122.376182000499 37.7384560002442)
87,34,-122.40785,37.78549,012501,135625,POINT (-122.407853000516 37.7854920001557)
75,9,-122.453,37.76648,017102,294894,POINT (-122.452996000365 37.7664760000674)
82,13,-122.42278,37.79207,013101,172973,POINT (-122.422777999905 37.792068000338)
65,40,-122.46448,37.72168,031301,451685,POINT (-122.464484000436 37.7216800000321)
60,1,-122.47728,37.75046,032802,549701,POINT (-122.477282999811 37.7504629999675)
79,16,-122.4379,37.77977,015802,170754,POINT (-122.437895000054 37.7797650004545)
56,36,-122.48463,37.71857,033204,373362,POINT (-122.48463100052 37.7185660003207)
74,14,-122.40271,37.78326,017801,214052,POINT (-122.402707999774 37.7832590006025)
54,5,-122.47386,37.78065,042602,332541,POINT (-122.4738570001 37.7806510008431)
190,154,-122.37489,37.7344,017902,2720913,POINT (-122.374893000412 37.7343980001676)
86,5,-122.43789,37.80061,012601,170683,POINT (-122.437888999778 37.8006090003051)
56,68,-122.4754,37.72089,033204,373362,POINT (-122.475401000256 37.7208870003349)
94,65,-122.36902,37.73777,023103,1255643,POINT (-122.369020000273 37.7377670008465)
88,45,-122.4209,37.78298,012402,359016,POINT (-122.420901000581 37.7829770001885)
94,59,-122.36849,37.73796,023103,1255643,POINT (-122.368494000298 37.7379600007535)
190,12,-122.32944,37.78362,017902,2720913,POINT (-122.329439999756 37.7836180000707)
56,51,-122.48238,37.72196,033204,373362,POINT (-122.482381000183 37.7219590003077)
63,28,-122.48165,37.76529,032601,417958,POINT (-122.481650999794 37.7652940004178)
62,3,-122.48436,37.7595,032602,470713,POINT (-122.484364999945 37.7595010003709)
85,1110,-122.42926,37.8079,012602,629174,POINT (-122.429263000387 37.8079030003233)
85,779,-122.43348,37.80657,012602,629174,POINT (-122.433480999748 37.8065670007665)
92,13,-122.40754,37.79225,011902,93053,POINT (-122.407536000286 37.792249000591)
57,4,-122.47254,37.71663,033203,438008,POINT (-122.472542000613 37.7166310001206)
91,11,-122.41818,37.78657,012201,92046,POINT (-122.418179000061 37.7865660002208)
84,23,-122.42454,37.8013,012901,181115,POINT (-122.424538000129 37.8013039999797)
190,71,-122.36651,37.80764,017902,2720913,POINT (-122.366507000398 37.8076410008316)
65,8,-122.46804,37.7179,031301,451685,POINT (-122.468036000561 37.7179000001849)
190,105,-122.37418,37.73259,017902,2720913,POINT (-122.374176999769 37.7325860002438)
77,41,-122.4194,37.77542,016802,215590,POINT (-122.419397000471 37.7754220007248)
85,323,-122.43512,37.80772,012602,629174,POINT (-122.435115000457 37.8077240001625)
72,25,-122.44481,37.75725,020401,327213,POINT (-122.444811999774 37.7572530001259)
190,221,-122.37505,37.73684,017902,2720913,POINT (-122.375052000549 37.7368430005041)
85,205,-122.44145,37.80701,012602,629174,POINT (-122.441446000133 37.8070120006034)
190,249,-122.37543,37.7383,017902,2720913,POINT (-122.375433000133 37.7383040004293)
86,22,-122.43696,37.8035,012601,170683,POINT (-122.436962000196 37.8035000005247)
65,35,-122.46718,37.72166,031301,451685,POINT (-122.467184999988 37.7216620001013)
85,305,-122.43463,37.8077,012602,629174,POINT (-122.434625000343 37.8077010000012)
85,1063,-122.43241,37.8061,012602,629174,POINT (-122.432409999822 37.8061020000073)
85,587,-122.43367,37.80715,012602,629174,POINT (-122.433667000232 37.8071510007181)
94,76,-122.37031,37.73749,023103,1255643,POINT (-122.370307000268 37.7374900006631)
64,23,-122.47132,37.70831,031302,684760,POINT (-122.471318999972 37.7083050001756)
85,701,-122.43303,37.80694,012602,629174,POINT (-122.43303100058 37.8069380007881)
94,33,-122.37016,37.73821,023103,1255643,POINT (-122.37016099983 37.7382050003606)
85,569,-122.4342,37.80717,012602,629174,POINT (-122.43420000053 37.8071680006028)
190,117,-122.37489,37.7328,017902,2720913,POINT (-122.374891000319 37.7328000002199)
71,83,-122.44615,37.74873,020402,591639,POINT (-122.446146000138 37.7487330002278)
85,188,-122.44189,37.80695,012602,629174,POINT (-122.441889999924 37.8069470003039)
85,56,-122.44244,37.80713,012602,629174,POINT (-122.442441000152 37.8071330007874)
76,41,-122.44334,37.76953,017101,313382,POINT (-122.443340000241 37.7695330007475)
85,1131,-122.42685,37.80902,012602,629174,POINT (-122.426848000535 37.8090190005265)
190,176,-122.37507,37.73527,017902,2720913,POINT (-122.375074999811 37.7352650005794)
73,0,-122.40184,37.77903,017802,510134,POINT (-122.401843000354 37.7790320008262)
67,42,-122.46029,37.72479,031201,512034,POINT (-122.460286000199 37.724788000366)
94,97,-122.37186,37.73704,023103,1255643,POINT (-122.371857999847 37.7370370004572)
57,42,-122.48508,37.71857,033203,438008,POINT (-122.485077000403 37.7185740006896)
93,4,-122.41537,37.78932,011901,62294,POINT (-122.415372000118 37.7893200004177)
85,618,-122.43327,37.8071,012602,629174,POINT (-122.433265999726 37.8071030003033)
94,17,-122.37343,37.73862,023103,1255643,POINT (-122.373429000348 37.7386230007509)
85,637,-122.43379,37.80711,012602,629174,POINT (-122.433794999839 37.8071140008105)
85,111,-122.44122,37.80742,012602,629174,POINT (-122.441217000364 37.8074190004866)
190,25,-122.36716,37.82919,017902,2720913,POINT (-122.367163000072 37.8291930000569)
66,20,-122.4592,37.72002,031202,309328,POINT (-122.459198000387 37.7200240001076)
85,931,-122.43348,37.80616,012602,629174,POINT (-122.433481999794 37.8061599999841)
60,6,-122.48144,37.74841,032802,549701,POINT (-122.481439999956 37.748409000575)
57,59,-122.4772,37.71768,033203,438008,POINT (-122.477197000341 37.7176830000705)
85,1046,-122.43375,37.80563,012602,629174,POINT (-122.4337530006 37.8056270005857)
69,27,-122.41496,37.72866,025701,624487,POINT (-122.414955999819 37.7286580007662)
190,48,-122.36406,37.81898,017902,2720913,POINT (-122.364055999785 37.8189790002807)
85,10,-122.42649,37.80816,012602,629174,POINT (-122.426486000029 37.8081640006682)
94,95,-122.37162,37.73708,023103,1255643,POINT (-122.371616000378 37.7370800006416)
77,24,-122.42532,37.7718,016802,215590,POINT (-122.42532200031 37.7717950007387)
190,1,-122.42168,37.82513,017902,2720913,POINT (-122.421681999724 37.8251270005107)
56,5,-122.47523,37.71984,033204,373362,POINT (-122.475227000326 37.7198360004311)
72,20,-122.44333,37.75642,020401,327213,POINT (-122.443333999964 37.7564240005672)
85,801,-122.43289,37.80657,012602,629174,POINT (-122.432886000189 37.8065730001439)
190,149,-122.37493,37.73407,017902,2720913,POINT (-122.374927000181 37.7340730004686)
85,843,-122.43384,37.80643,012602,629174,POINT (-122.433841000162 37.8064260005596)
85,93,-122.44168,37.80725,012602,629174,POINT (-122.441679000086 37.8072540000721)
61,32,-122.47622,37.7504,032801,587710,POINT (-122.476216000068 37.7503990006134)
85,606,-122.43317,37.80722,012602,629174,POINT (-122.43316600051 37.8072150000722)
85,650,-122.43401,37.80701,012602,629174,POINT (-122.434006000576 37.8070100005112)
85,141,-122.44151,37.80727,012602,629174,POINT (-122.441505000156 37.8072720000029)
89,6,-122.41715,37.78145,012401,91969,POINT (-122.417146000088 37.7814470006786)
85,738,-122.4337,37.8067,012602,629174,POINT (-122.433701000001 37.806695000374)
94,24,-122.37244,37.73827,023103,1255643,POINT (-122.372437000467 37.7382730007984)
67,5,-122.45066,37.72307,031201,512034,POINT (-122.450655000328 37.7230720003726)
66,25,-122.4541,37.72004,031202,309328,POINT (-122.45409599983 37.7200380007532)
85,836,-122.43364,37.80639,012602,629174,POINT (-122.433640999932 37.8063880006058)
76,36,-122.44757,37.76897,017101,313382,POINT (-122.447568000063 37.7689690008188)
85,505,-122.43551,37.80725,012602,629174,POINT (-122.435508000594 37.807250000787)
85,999,-122.43279,37.80603,012602,629174,POINT (-122.432794000443 37.8060300002844)
57,10,-122.47147,37.71343,033203,438008,POINT (-122.471471999833 37.7134270007555)
85,993,-122.43291,37.80594,012602,629174,POINT (-122.432914000581 37.805944000815)
91,14,-122.41664,37.78725,012201,92046,POINT (-122.41663900009 37.7872450000568)
88,41,-122.42074,37.78205,012402,359016,POINT (-122.420738000259 37.7820530007455)
190,181,-122.37537,37.7354,017902,2720913,POINT (-122.375373000064 37.7353970003713)
54,37,-122.47225,37.78083,042602,332541,POINT (-122.472253999922 37.7808290000584)
71,23,-122.44253,37.75238,020402,591639,POINT (-122.442525000428 37.7523800002369)
85,1045,-122.43381,37.80567,012602,629174,POINT (-122.433810000531 37.8056680006778)
85,124,-122.44101,37.80738,012602,629174,POINT (-122.441007000573 37.8073800004867)
85,61,-122.44232,37.80683,012602,629174,POINT (-122.442321000014 37.8068310003504)
71,141,-122.44546,37.75598,020402,591639,POINT (-122.445464000163 37.7559840000616)
63,0,-122.47731,37.76545,032601,417958,POINT (-122.477308000064 37.765448000325)
80,15,-122.44096,37.77936,015801,343641,POINT (-122.440958000112 37.779364000848)
73,34,-122.40992,37.77755,017802,510134,POINT (-122.409922999747 37.777553000071)
85,241,-122.44047,37.80699,012602,629174,POINT (-122.440467999998 37.8069890004421)
84,18,-122.425,37.80311,012901,181115,POINT (-122.425004000035 37.8031070003878)
78,3,-122.42631,37.7696,016801,226847,POINT (-122.42630899996 37.7696030003782)
60,23,-122.47713,37.75609,032802,549701,POINT (-122.477133000088 37.7560850002226)
85,373,-122.43522,37.80742,012602,629174,POINT (-122.435218999857 37.8074160003482)
85,782,-122.43341,37.80658,012602,629174,POINT (-122.433405999887 37.8065770003283)
58,26,-122.48732,37.75564,032902,504364,POINT (-122.487316000233 37.7556350001552)
66,3,-122.44908,37.71788,031202,309328,POINT (-122.449084999873 37.7178820002542)
67,15,-122.45257,37.72004,031201,512034,POINT (-122.452574999836 37.7200420000383)
85,352,-122.43572,37.80752,012602,629174,POINT (-122.435720000478 37.8075180005553)
92,3,-122.41215,37.79012,011902,93053,POINT (-122.412154000107 37.7901240006222)
71,4,-122.439,37.75709,020402,591639,POINT (-122.439002999888 37.757090000703)
57,36,-122.48521,37.71621,033203,438008,POINT (-122.485211000287 37.7162090004451)
85,9,-122.42652,37.80815,012602,629174,POINT (-122.42652199989 37.8081510000687)
83,19,-122.43676,37.80253,012902,352546,POINT (-122.436764000059 37.8025250005284)
85,354,-122.43567,37.80726,012602,629174,POINT (-122.435669999971 37.8072600003488)
57,68,-122.4746,37.71879,033203,438008,POINT (-122.474596000005 37.7187940000431)
71,55,-122.4474,37.7466,020402,591639,POINT (-122.447399000364 37.746596000605)
79,6,-122.44034,37.77658,015802,170754,POINT (-122.440340000391 37.7765800001669)
69,74,-122.40881,37.73577,025701,624487,POINT (-122.408810000581 37.7357730006235)
69,22,-122.41052,37.72849,025701,624487,POINT (-122.410519000252 37.7284880001212)
85,500,-122.43542,37.80726,012602,629174,POINT (-122.435421000179 37.8072610003949)
85,386,-122.43487,37.80736,012602,629174,POINT (-122.434872000043 37.807363000602)
64,51,-122.46714,37.71791,031302,684760,POINT (-122.467137000472 37.7179060004616)
88,4,-122.41472,37.77879,012402,359016,POINT (-122.414720999774 37.7787910005043)
88,26,-122.41979,37.77739,012402,359016,POINT (-122.419788000516 37.7773870005097)
85,518,-122.43553,37.80692,012602,629174,POINT (-122.435526000524 37.8069170007191)
63,17,-122.48436,37.7595,032601,417958,POINT (-122.484364999945 37.7595010003709)
71,40,-122.44429,37.74731,020402,591639,POINT (-122.444292000076 37.7473090002102)
85,384,-122.43492,37.80745,012602,629174,POINT (-122.434924999789 37.8074520002097)
72,62,-122.44634,37.76041,020401,327213,POINT (-122.446343000229 37.7604110000677)
85,720,-122.43325,37.80682,012602,629174,POINT (-122.433249999888 37.8068160005581)
85,517,-122.43555,37.807,012602,629174,POINT (-122.435545000501 37.8069980008571)
85,486,-122.43508,37.80724,012602,629174,POINT (-122.435079000595 37.8072380002336)
59,25,-122.49443,37.74971,032901,671724,POINT (-122.494426999906 37.7497060001319)
70,22,-122.40649,37.76026,022704,544608,POINT (-122.406491999806 37.7602550000682)
85,665,-122.43396,37.80682,012602,629174,POINT (-122.4339610003 37.8068210007886)
71,126,-122.44744,37.75433,020402,591639,POINT (-122.447435000225 37.7543290001832)
85,914,-122.43303,37.80622,012602,629174,POINT (-122.433032999773 37.8062180008601)
78,13,-122.43181,37.7705,016801,226847,POINT (-122.431811000078 37.7705010004209)
72,47,-122.44717,37.75692,020401,327213,POINT (-122.447165000364 37.7569160007729)
85,401,-122.43445,37.80751,012602,629174,POINT (-122.434449000321 37.8075110002325)
85,285,-122.43403,37.80778,012602,629174,POINT (-122.434028999838 37.807777000808)
71,136,-122.44615,37.75546,020402,591639,POINT (-122.446152000414 37.7554640003634)
64,4,-122.46347,37.71056,031302,684760,POINT (-122.463474999771 37.7105560005591)
57,31,-122.48039,37.7146,033203,438008,POINT (-122.480391000144 37.7145999999901)
88,9,-122.41629,37.77749,012402,359016,POINT (-122.416292000276 37.7774940000481)
82,2,-122.42335,37.7949,013101,172973,POINT (-122.42334800011 37.7948970003963)
85,83,-122.44191,37.80732,012602,629174,POINT (-122.4419089999 37.8073160002333)
66,15,-122.45511,37.71824,031202,309328,POINT (-122.455110999873 37.7182370004373)
54,32,-122.47259,37.78445,042602,332541,POINT (-122.472585999944 37.784449000621)
76,54,-122.44353,37.76669,017101,313382,POINT (-122.443533000148 37.7666910000896)
68,24,-122.40855,37.729,025702,533460,POINT (-122.408549000236 37.7290030004881)
85,942,-122.43372,37.80613,012602,629174,POINT (-122.433718999932 37.8061290003531)
69,7,-122.4068,37.7345,025701,624487,POINT (-122.406802000612 37.7344970002364)
85,826,-122.4334,37.80649,012602,629174,POINT (-122.433395000279 37.8064850005824)
190,81,-122.3785,37.82947,017902,2720913,POINT (-122.378500000375 37.8294690001943)
190,20,-122.36667,37.82935,017902,2720913,POINT (-122.366668999775 37.8293540002869)
70,0,-122.39822,37.75991,022704,544608,POINT (-122.398216000368 37.7599090003002)
72,57,-122.44677,37.75845,020401,327213,POINT (-122.446772000228 37.7584540006517)
72,15,-122.44224,37.75676,020401,327213,POINT (-122.442244000061 37.7567550005429)
85,418,-122.43395,37.80748,012602,629174,POINT (-122.433953999977 37.8074780005094)
72,5,-122.44103,37.75901,020401,327213,POINT (-122.441034000019 37.7590100002114)
85,109,-122.44132,37.80733,012602,629174,POINT (-122.441318000525 37.8073330001179)
58,23,-122.49053,37.75549,032902,504364,POINT (-122.490534000244 37.7554930008014)
90,4,-122.42117,37.78428,012202,92784,POINT (-122.421171000441 37.7842830001604)
77,14,-122.42262,37.7725,016802,215590,POINT (-122.422619999813 37.7725030001134)
64,36,-122.47164,37.71399,031302,684760,POINT (-122.47163900034 37.7139860004536)
85,473,-122.43478,37.80735,012602,629174,POINT (-122.434781000343 37.8073490008558)
60,18,-122.48196,37.75587,032802,549701,POINT (-122.481960000554 37.7558720002926)
63,32,-122.48047,37.76531,032601,417958,POINT (-122.480469000144 37.7653060000719)
69,84,-122.40822,37.73758,025701,624487,POINT (-122.408216000168 37.737582000409)
85,671,-122.43376,37.80678,012602,629174,POINT (-122.433758999978 37.806775000466)
71,79,-122.44735,37.74945,020402,591639,POINT (-122.44734799981 37.749454000202)
76,22,-122.4464,37.76207,017101,313382,POINT (-122.446401000206 37.7620700001305)
85,156,-122.44185,37.8072,012602,629174,POINT (-122.441848999831 37.8071970001415)
67,0,-122.45233,37.72308,031201,512034,POINT (-122.452332000322 37.7230800007415)
85,330,-122.43532,37.80761,012602,629174,POINT (-122.435318999972 37.8076130004397)
85,1013,-122.4331,37.80585,012602,629174,POINT (-122.433103000303 37.8058460007924)
70,37,-122.40484,37.76464,022704,544608,POINT (-122.404840000066 37.7646430000744)
85,288,-122.43416,37.80785,012602,629174,POINT (-122.434162999723 37.8078470004388)
82,24,-122.42689,37.79627,013101,172973,POINT (-122.426892999912 37.7962720008522)
85,688,-122.43336,37.8069,012602,629174,POINT (-122.43336100051 37.8068980007422)
94,80,-122.37059,37.73736,023103,1255643,POINT (-122.370589999829 37.7373640002485)
85,273,-122.43364,37.80817,012602,629174,POINT (-122.433641999978 37.8081730001838)
71,115,-122.44709,37.75193,020402,591639,POINT (-122.447094999834 37.7519310002156)
85,24,-122.42676,37.80394,012602,629174,POINT (-122.426755999889 37.8039360008458)
83,4,-122.42581,37.79928,012902,352546,POINT (-122.425814000516 37.7992759999875)
71,104,-122.44942,37.75041,020402,591639,POINT (-122.449423000171 37.7504120003136)
90,21,-122.41781,37.78471,012202,92784,POINT (-122.417805999947 37.7847100000665)
85,1119,-122.42752,37.80874,012602,629174,POINT (-122.427524000232 37.8087390002048)
87,2,-122.40804,37.78407,012501,135625,POINT (-122.408042000238 37.7840660000459)
54,25,-122.47438,37.78624,042602,332541,POINT (-122.474383000075 37.7862380003835)
85,550,-122.43471,37.80702,012602,629174,POINT (-122.434707000528 37.807020000073)
62,23,-122.48196,37.75587,032602,470713,POINT (-122.481960000554 37.7558720002926)
67,74,-122.45304,37.72326,031201,512034,POINT (-122.453041999788 37.7232590000029)
85,974,-122.43343,37.80595,012602,629174,POINT (-122.433431000141 37.8059490001463)
76,15,-122.44569,37.76235,017101,313382,POINT (-122.445691999886 37.76234800036)
83,26,-122.42967,37.80165,012902,352546,POINT (-122.429667000132 37.8016540008315)
69,12,-122.40591,37.73296,025701,624487,POINT (-122.4059089999 37.7329630005421)
85,126,-122.44106,37.80729,012602,629174,POINT (-122.441063000457 37.8072850006023)
85,858,-122.43391,37.8062,012602,629174,POINT (-122.433909999747 37.8061980008371)
84,3,-122.42679,37.80011,012901,181115,POINT (-122.426788000466 37.8001060004916)
