polygon_number,point_order,longitude,latitude,tractce10,aland10,geom
171,4,-122.39628,37.76003,022702,283840,POINT (-122.396284000306 37.7600260002997)
144,11,-122.4395,37.71853,026100,751112,POINT (-122.439497000186 37.7185250002286)
140,53,-122.44923,37.70822,026303,426599,POINT (-122.449233000403 37.7082180006603)
174,30,-122.43461,37.73609,021700,1230146,POINT (-122.434611999744 37.7360940001381)
158,62,-122.40777,37.74848,025100,556586,POINT (-122.40777400047 37.7484750000213)
171,26,-122.39237,37.76154,022702,283840,POINT (-122.392370999722 37.7615440001555)
141,40,-122.43487,37.70813,026302,759978,POINT (-122.43486999995 37.7081320002916)
143,74,-122.45831,37.7106,026200,774528,POINT (-122.458306999768 37.7106000007894)
159,35,-122.39239,37.71789,023400,853819,POINT (-122.392389000552 37.7178860004386)
152,56,-122.44733,37.72301,025500,1076740,POINT (-122.447327999787 37.7230060000269)
172,138,-122.393,37.76667,022600,1357761,POINT (-122.393000999996 37.7666710000667)
161,65,-122.38488,37.7239,023200,854800,POINT (-122.384882999751 37.7239030000235)
163,66,-122.38278,37.73042,023102,500773,POINT (-122.382776000612 37.7304190001368)
147,30,-122.43746,37.72116,026004,335952,POINT (-122.437460999825 37.7211640005183)
154,28,-122.42488,37.7287,026002,357861,POINT (-122.424880000611 37.7286990008582)
134,13,-122.44704,37.75817,030102,1261011,POINT (-122.447035999812 37.7581740003299)
131,24,-122.47983,37.71973,033201,971364,POINT (-122.479827000216 37.7197289999934)
149,18,-122.40479,37.71931,025900,658329,POINT (-122.40479200055 37.7193090004101)
150,53,-122.40089,37.72364,025800,241624,POINT (-122.400888000381 37.7236410005318)
191,28,-122.40475,37.76726,017700,903361,POINT (-122.404750000412 37.7672570001105)
166,55,-122.4009,37.73966,023001,666184,POINT (-122.400898999989 37.739658999963)
151,71,-122.42455,37.73155,025600,562782,POINT (-122.424553999967 37.7315490000863)
157,49,-122.41777,37.74056,025200,656575,POINT (-122.417770000085 37.7405640003284)
137,50,-122.40219,37.71473,026403,380650,POINT (-122.402188000076 37.7147310006352)
143,91,-122.45096,37.7145,026200,774528,POINT (-122.45096100005 37.7145010008206)
159,33,-122.39114,37.71804,023400,853819,POINT (-122.391141000557 37.7180400003458)
172,48,-122.38076,37.75555,022600,1357761,POINT (-122.380758000182 37.7555520008243)
153,40,-122.42284,37.74103,025401,363667,POINT (-122.422841000112 37.741027000096)
131,50,-122.48655,37.72959,033201,971364,POINT (-122.486552000075 37.7295850003475)
156,15,-122.41875,37.74118,025300,383733,POINT (-122.418752000404 37.7411800008564)
144,78,-122.43836,37.72365,026100,751112,POINT (-122.438355000583 37.7236450007163)
132,29,-122.46989,37.75278,030301,753827,POINT (-122.469893999908 37.7527770005582)
163,36,-122.38019,37.73266,023102,500773,POINT (-122.380185999884 37.732660000059)
141,8,-122.42456,37.71017,026302,759978,POINT (-122.424555000013 37.7101720008372)
152,24,-122.4348,37.72468,025500,1076740,POINT (-122.434798000227 37.7246830000205)
155,50,-122.42612,37.73395,025403,519270,POINT (-122.426115000007 37.7339540003769)
146,6,-122.4344,37.71346,026301,368000,POINT (-122.434396000575 37.7134610005248)
174,147,-122.44634,37.74546,021700,1230146,POINT (-122.446335999906 37.7454600003788)
135,0,-122.45257,37.76451,030101,346094,POINT (-122.452569000459 37.7645090001902)
142,91,-122.4058,37.71974,026402,409887,POINT (-122.405797000131 37.7197370003623)
158,3,-122.40766,37.73781,025100,556586,POINT (-122.407658000516 37.7378130002698)
152,75,-122.44366,37.7283,025500,1076740,POINT (-122.443663999894 37.7283040006292)
143,102,-122.44873,37.71745,026200,774528,POINT (-122.448727000451 37.7174500001175)
174,15,-122.43007,37.73745,021700,1230146,POINT (-122.430071999923 37.737449000571)
137,45,-122.40351,37.71436,026403,380650,POINT (-122.403506999748 37.7143570004752)
148,19,-122.43398,37.72576,026001,407294,POINT (-122.433982000369 37.7257620003161)
169,1,-122.41163,37.74834,022901,249200,POINT (-122.411628000132 37.7483410001371)
172,210,-122.38518,37.76337,022600,1357761,POINT (-122.385182000049 37.763372999964)
135,41,-122.45779,37.76602,030101,346094,POINT (-122.457790000208 37.766015000392)
159,74,-122.38727,37.72428,023400,853819,POINT (-122.38727000011 37.7242820004141)
133,6,-122.46605,37.76031,030202,355302,POINT (-122.466049999808 37.7603119999989)
155,46,-122.42734,37.73272,025403,519270,POINT (-122.427337999749 37.7327210001741)
173,33,-122.43574,37.7339,021800,501350,POINT (-122.435739000454 37.7338990005385)
166,23,-122.40275,37.72936,023001,666184,POINT (-122.402752000005 37.7293570006252)
172,11,-122.38139,37.75931,022600,1357761,POINT (-122.381389000502 37.7593110006022)
134,52,-122.456,37.75209,030102,1261011,POINT (-122.456004999731 37.7520940005377)
161,54,-122.38436,37.72355,023200,854800,POINT (-122.384364000099 37.7235450006013)
191,3,-122.41403,37.77186,017700,903361,POINT (-122.414027000146 37.7718640003234)
156,47,-122.42228,37.74548,025300,383733,POINT (-122.42228300046 37.745482000494)
135,5,-122.45642,37.76389,030101,346094,POINT (-122.456424000167 37.7638850001927)
158,35,-122.40938,37.74292,025100,556586,POINT (-122.409377999795 37.7429230002963)
138,17,-122.47724,37.76532,030201,360074,POINT (-122.477241000572 37.7653210007636)
162,30,-122.4098,37.73483,025402,300171,POINT (-122.409798000277 37.7348280002121)
158,77,-122.40478,37.74922,025100,556586,POINT (-122.404776999859 37.7492170000646)
154,8,-122.42807,37.72359,026002,357861,POINT (-122.428074000415 37.7235910000247)
131,61,-122.4809,37.73116,033201,971364,POINT (-122.480900000235 37.7311580000417)
173,8,-122.42617,37.73684,021800,501350,POINT (-122.42616600056 37.7368350001352)
135,32,-122.4612,37.7662,030101,346094,POINT (-122.461196999942 37.7662030000685)
152,39,-122.43985,37.72348,025500,1076740,POINT (-122.439850000277 37.7234810003479)
160,28,-122.39598,37.72182,023300,636655,POINT (-122.395977000538 37.7218200001929)
174,111,-122.44637,37.74224,021700,1230146,POINT (-122.446370999722 37.7422380001836)
132,14,-122.46343,37.75303,030301,753827,POINT (-122.463433000533 37.7530280004419)
159,18,-122.38292,37.72197,023400,853819,POINT (-122.382923000196 37.7219690007688)
158,40,-122.40999,37.74344,025100,556586,POINT (-122.409991000185 37.7434420008477)
172,133,-122.39386,37.76546,022600,1357761,POINT (-122.393862000131 37.765459999979)
174,162,-122.44289,37.74384,021700,1230146,POINT (-122.442893000312 37.7438430004541)
163,51,-122.37935,37.73168,023102,500773,POINT (-122.379346999864 37.7316790006854)
166,36,-122.4067,37.73631,023001,666184,POINT (-122.406704000589 37.7363090001603)
148,4,-122.43239,37.7193,026001,407294,POINT (-122.432385000467 37.7192980008022)
134,85,-122.4634,37.75901,030102,1261011,POINT (-122.463400999956 37.759007000073)
150,38,-122.40402,37.72077,025800,241624,POINT (-122.404017999931 37.7207670001969)
174,189,-122.43551,37.74259,021700,1230146,POINT (-122.435508999741 37.7425920003206)
158,109,-122.40701,37.74024,025100,556586,POINT (-122.407005000081 37.7402420007678)
131,33,-122.48341,37.72295,033201,971364,POINT (-122.483412000064 37.7229450008112)
172,110,-122.39208,37.75514,022600,1357761,POINT (-122.392081999884 37.7551439999957)
164,32,-122.4086,37.7484,022903,309875,POINT (-122.408604000074 37.7484020002522)
160,72,-122.40083,37.72921,023300,636655,POINT (-122.400834000589 37.7292110001875)
161,74,-122.38527,37.72412,023200,854800,POINT (-122.385268000418 37.7241190000918)
161,118,-122.38535,37.72331,023200,854800,POINT (-122.385349000556 37.7233080004639)
134,40,-122.45482,37.75555,030102,1261011,POINT (-122.454820999989 37.7555470005937)
154,3,-122.42485,37.72205,026002,357861,POINT (-122.424848000035 37.7220530001459)
172,231,-122.38229,37.76237,022600,1357761,POINT (-122.382289999784 37.7623720005674)
161,133,-122.38727,37.72428,023200,854800,POINT (-122.38727000011 37.7242820004141)
152,92,-122.43589,37.73158,025500,1076740,POINT (-122.435892000316 37.7315770004782)
139,8,-122.40973,37.71195,026401,341043,POINT (-122.409727999747 37.7119520001847)
144,33,-122.44695,37.71619,026100,751112,POINT (-122.446945000112 37.7161870003299)
168,4,-122.41112,37.75429,022803,282080,POINT (-122.411120000088 37.7542870000451)
160,11,-122.39391,37.72639,023300,636655,POINT (-122.393911000592 37.7263850002676)
139,25,-122.41587,37.71528,026401,341043,POINT (-122.415866000416 37.7152780006792)
133,18,-122.4687,37.76587,030202,355302,POINT (-122.468698000512 37.7658720000928)
153,26,-122.42655,37.73627,025401,363667,POINT (-122.426545000052 37.7362690001143)
151,54,-122.43026,37.72983,025600,562782,POINT (-122.430260000499 37.7298320000468)
142,77,-122.40895,37.71646,026402,409887,POINT (-122.408949999843 37.7164580002366)
157,9,-122.41039,37.74433,025200,656575,POINT (-122.410389000552 37.7443250001987)
172,75,-122.38344,37.75474,022600,1357761,POINT (-122.383441999848 37.7547400002509)
162,53,-122.4158,37.73895,025402,300171,POINT (-122.415801000116 37.738949000496)
157,59,-122.41742,37.74322,025200,656575,POINT (-122.417422000225 37.743223000641)
191,6,-122.41096,37.76943,017700,903361,POINT (-122.410958999858 37.7694330006325)
174,130,-122.45157,37.74565,021700,1230146,POINT (-122.451570000255 37.7456540003319)
143,10,-122.44931,37.70995,026200,774528,POINT (-122.44930900031 37.7099460003077)
161,1,-122.38717,37.73186,023200,854800,POINT (-122.387166999857 37.7318570008)
174,6,-122.43103,37.73915,021700,1230146,POINT (-122.431028999988 37.7391510008181)
158,73,-122.40503,37.74918,025100,556586,POINT (-122.405025000503 37.7491780000647)
134,3,-122.44653,37.7614,030102,1261011,POINT (-122.44652999986 37.7613960005251)
153,11,-122.4167,37.73632,025401,363667,POINT (-122.41669600002 37.7363170005292)
191,69,-122.41847,37.77232,017700,903361,POINT (-122.418468999944 37.7723230008059)
140,85,-122.44113,37.71121,026303,426599,POINT (-122.44112999995 37.7112110001876)
152,50,-122.4445,37.72297,025500,1076740,POINT (-122.444498000582 37.7229700001654)
173,15,-122.42884,37.73493,021800,501350,POINT (-122.428842999904 37.7349320005115)
138,12,-122.47701,37.7617,030201,360074,POINT (-122.477010999858 37.7616990001088)
159,54,-122.39506,37.72387,023400,853819,POINT (-122.395063999804 37.7238700003003)
172,63,-122.38168,37.75516,022600,1357761,POINT (-122.381675000201 37.7551560005491)
146,33,-122.44335,37.71393,026301,368000,POINT (-122.443346000517 37.7139280004769)
148,13,-122.43598,37.72313,026001,407294,POINT (-122.435976999739 37.7231300003493)
172,174,-122.38648,37.76437,022600,1357761,POINT (-122.386481999744 37.7643670008364)
156,38,-122.4233,37.74243,025300,383733,POINT (-122.423301999787 37.7424260007594)
135,37,-122.45895,37.76626,030101,346094,POINT (-122.458947000504 37.7662560007139)
164,45,-122.40645,37.75428,022903,309875,POINT (-122.406452999806 37.7542770004832)
137,5,-122.40369,37.71128,026403,380650,POINT (-122.403686999955 37.7112780005793)
161,155,-122.3919,37.73156,023200,854800,POINT (-122.391899000439 37.731555000363)
174,94,-122.44413,37.74028,021700,1230146,POINT (-122.444132999938 37.7402790006754)
169,16,-122.41423,37.7541,022901,249200,POINT (-122.414233999799 37.7540990003686)
152,95,-122.43491,37.73204,025500,1076740,POINT (-122.434914000181 37.7320380001536)
164,27,-122.40689,37.74877,022903,309875,POINT (-122.406892000266 37.7487720002277)
161,132,-122.3868,37.72399,023200,854800,POINT (-122.38680000002 37.7239870002999)
141,25,-122.42716,37.70839,026302,759978,POINT (-122.427163999819 37.7083880004059)
152,11,-122.43081,37.72923,025500,1076740,POINT (-122.430808999736 37.7292280000722)
134,35,-122.45387,37.75738,030102,1261011,POINT (-122.453872000293 37.7573780004944)
141,48,-122.43618,37.70941,026302,759978,POINT (-122.436175999922 37.7094070006326)
134,77,-122.46363,37.75479,030102,1261011,POINT (-122.463627000486 37.7547880006658)
172,161,-122.38629,37.76569,022600,1357761,POINT (-122.386291999976 37.765690000693)
157,27,-122.4107,37.74182,025200,656575,POINT (-122.410698000412 37.7418220007847)
139,18,-122.41581,37.71369,026401,341043,POINT (-122.415806000347 37.7136940004778)
149,7,-122.40402,37.72089,025900,658329,POINT (-122.404017999931 37.7208900004732)
172,81,-122.38291,37.75446,022600,1357761,POINT (-122.38290900045 37.7544609999752)
143,55,-122.46894,37.70823,026200,774528,POINT (-122.468938999935 37.7082320004066)
159,1,-122.38424,37.72269,023400,853819,POINT (-122.38423899973 37.7226850005124)
159,7,-122.38374,37.7224,023400,853819,POINT (-122.383742000193 37.722396000675)
161,18,-122.38238,37.72231,023200,854800,POINT (-122.382375000106 37.7223090002602)
132,42,-122.47105,37.75452,030301,753827,POINT (-122.471049000111 37.7545150006668)
134,62,-122.46159,37.75157,030102,1261011,POINT (-122.46158699994 37.7515650004245)
158,90,-122.40392,37.74659,025100,556586,POINT (-122.403924000093 37.7465940005127)
172,206,-122.38551,37.76333,022600,1357761,POINT (-122.385509999887 37.763330000679)
160,43,-122.39749,37.71873,023300,636655,POINT (-122.397494000348 37.7187280005968)
132,57,-122.47272,37.75628,030301,753827,POINT (-122.472717000589 37.7562820003141)
140,8,-122.4366,37.70988,026303,426599,POINT (-122.436597000451 37.7098810000082)
149,22,-122.4061,37.71984,025900,658329,POINT (-122.406100000615 37.7198370004772)
144,46,-122.44835,37.72023,026100,751112,POINT (-122.448349000106 37.720229000568)
162,20,-122.40858,37.73613,025402,300171,POINT (-122.408581999959 37.7361250006683)
152,60,-122.4476,37.72384,025500,1076740,POINT (-122.447600999786 37.7238350004849)
146,13,-122.43618,37.71421,026301,368000,POINT (-122.436175999922 37.7142090008448)
136,16,-122.41527,37.70824,026404,188347,POINT (-122.415268999864 37.7082390007294)
140,68,-122.4505,37.70954,026303,426599,POINT (-122.450499000329 37.709543000609)
161,150,-122.39215,37.73064,023200,854800,POINT (-122.392147000184 37.730642000528)
157,22,-122.41023,37.74255,025200,656575,POINT (-122.410234000599 37.742545999998)
166,43,-122.40555,37.73841,023001,666184,POINT (-122.405551000478 37.7384070006826)
191,13,-122.40801,37.76924,017700,903361,POINT (-122.408007000423 37.7692440000106)
160,25,-122.39565,37.72258,023300,636655,POINT (-122.395654000032 37.7225780000747)
166,58,-122.39975,37.73991,023001,666184,POINT (-122.399752000155 37.7399080006538)
143,27,-122.46138,37.70823,026200,774528,POINT (-122.461383000425 37.7082320004066)
132,20,-122.4678,37.75272,030301,753827,POINT (-122.467803999755 37.7527230007659)
174,24,-122.43421,37.73712,021700,1230146,POINT (-122.434211000138 37.7371190006414)
155,59,-122.42655,37.73627,025403,519270,POINT (-122.426545000052 37.7362690001143)
136,21,-122.41817,37.70833,026404,188347,POINT (-122.418165000315 37.7083310004754)
162,64,-122.41137,37.73983,025402,300171,POINT (-122.411369999926 37.7398310007002)
144,75,-122.43881,37.7236,026100,751112,POINT (-122.438808999935 37.7236010004858)
172,58,-122.38123,37.75509,022600,1357761,POINT (-122.381227000226 37.7550900002034)
174,83,-122.44253,37.73945,021700,1230146,POINT (-122.442525000428 37.7394480001252)
149,54,-122.41446,37.72746,025900,658329,POINT (-122.414460000329 37.7274570002404)
151,35,-122.42284,37.7266,025600,562782,POINT (-122.422840000066 37.7265970001515)
191,52,-122.41784,37.76849,017700,903361,POINT (-122.417838000523 37.7684860001289)
146,44,-122.4379,37.71632,026301,368000,POINT (-122.437901000331 37.7163200001679)
143,42,-122.46576,37.70813,026200,774528,POINT (-122.465756999786 37.7081320002916)
160,82,-122.39538,37.72965,023300,636655,POINT (-122.395376999849 37.7296540008315)
144,14,-122.44011,37.71772,026100,751112,POINT (-122.440106000392 37.7177190008313)
139,13,-122.41508,37.71165,026401,341043,POINT (-122.415081000188 37.7116549999783)
141,4,-122.42674,37.71123,026302,759978,POINT (-122.426736999913 37.7112250008332)
166,11,-122.40002,37.73231,023001,666184,POINT (-122.400022000015 37.7323110001526)
145,2,-122.42647,37.72283,026003,399410,POINT (-122.426468000098 37.7228260007194)
142,87,-122.40698,37.71849,026402,409887,POINT (-122.406981999919 37.7184850001827)
172,245,-122.38331,37.76208,022600,1357761,POINT (-122.383306999918 37.7620820006838)
133,1,-122.46424,37.76507,030202,355302,POINT (-122.464236999838 37.7650670007416)
158,105,-122.40574,37.74252,025100,556586,POINT (-122.405744000385 37.7425210006437)
191,37,-122.40939,37.76437,017700,903361,POINT (-122.409393000487 37.7643690000294)
149,40,-122.41556,37.72223,025900,658329,POINT (-122.415558000601 37.7222260000299)
137,26,-122.41238,37.7083,026403,380650,POINT (-122.412379999737 37.7083030000834)
142,8,-122.39974,37.71618,026402,409887,POINT (-122.399740000501 37.7161830001454)
163,30,-122.38131,37.73281,023102,500773,POINT (-122.381313000594 37.7328120007733)
164,13,-122.40431,37.74932,022903,309875,POINT (-122.404305999722 37.7493190002717)
159,71,-122.3898,37.72579,023400,853819,POINT (-122.389800999916 37.7257910007542)
173,87,-122.42426,37.73994,021800,501350,POINT (-122.424257999807 37.7399350001002)
152,54,-122.44722,37.723,025500,1076740,POINT (-122.447217000064 37.7229960004651)
134,104,-122.45223,37.76284,030102,1261011,POINT (-122.452233000253 37.762843000704)
168,6,-122.41314,37.75417,022803,282080,POINT (-122.413140999757 37.7541650007142)
172,114,-122.39245,37.75676,022600,1357761,POINT (-122.39245199986 37.7567630000125)
174,120,-122.44914,37.74283,021700,1230146,POINT (-122.449137000472 37.7428290004581)
162,10,-122.40868,37.73723,025402,300171,POINT (-122.408684000166 37.7372340005487)
172,142,-122.39029,37.76683,022600,1357761,POINT (-122.390289999983 37.7668330003427)
150,21,-122.39946,37.71683,025800,241624,POINT (-122.399462000271 37.7168340004888)
131,65,-122.47723,37.73112,033201,971364,POINT (-122.477232000157 37.7311179999958)
141,36,-122.43235,37.70823,026302,759978,POINT (-122.432349999753 37.7082320004066)
159,39,-122.39662,37.72023,023400,853819,POINT (-122.396617000374 37.7202310006602)
143,98,-122.44926,37.71624,026200,774528,POINT (-122.44925700061 37.7162440002605)
142,13,-122.3994,37.71707,026402,409887,POINT (-122.399402000202 37.7170660003957)
161,86,-122.38603,37.72438,023200,854800,POINT (-122.386028000392 37.7243800004367)
142,55,-122.4021,37.71351,026402,409887,POINT (-122.40209600033 37.7135079999942)
134,45,-122.45524,37.75421,030102,1261011,POINT (-122.455236000241 37.7542050007602)
153,8,-122.41596,37.73721,025401,363667,POINT (-122.415955000023 37.7372110003874)
165,9,-122.41148,37.7483,022902,161991,POINT (-122.411483999787 37.7482980008521)
135,9,-122.45979,37.76293,030101,346094,POINT (-122.459789999809 37.762926000035)
144,65,-122.44265,37.72318,026100,751112,POINT (-122.442649999898 37.7231800008564)
143,87,-122.45228,37.71334,026200,774528,POINT (-122.452278000529 37.7133440005252)
159,29,-122.38813,37.7163,023400,853819,POINT (-122.388131000245 37.7162980000527)
166,26,-122.40396,37.73161,023001,666184,POINT (-122.403962000046 37.7316100002014)
158,58,-122.40871,37.74835,025100,556586,POINT (-122.408706000282 37.7483530006905)
147,15,-122.44042,37.71725,026004,335952,POINT (-122.44041800039 37.7172450005564)
173,55,-122.43135,37.73662,021800,501350,POINT (-122.431349000356 37.7366180000207)
166,33,-122.40638,37.73542,023001,666184,POINT (-122.406382000129 37.7354180004404)
138,22,-122.47606,37.76555,030201,360074,POINT (-122.476064000253 37.7655450003016)
148,23,-122.43281,37.72731,026001,407294,POINT (-122.432808000189 37.7273149999873)
132,68,-122.47688,37.75972,030301,753827,POINT (-122.476881000158 37.7597220006699)
156,28,-122.42358,37.73988,025300,383733,POINT (-122.423580000017 37.7398840004463)
164,0,-122.40313,37.75448,022903,309875,POINT (-122.403127000211 37.7544780007592)
142,95,-122.40453,37.71917,026402,409887,POINT (-122.404530000159 37.7191740004798)
163,34,-122.38018,37.73242,023102,500773,POINT (-122.380184999838 37.7324220007748)
172,260,-122.3807,37.76334,022600,1357761,POINT (-122.380702000297 37.7633420003331)
152,71,-122.44504,37.72729,025500,1076740,POINT (-122.445041000442 37.7272949999643)
172,53,-122.38078,37.75522,022600,1357761,POINT (-122.380775000066 37.7552190007563)
174,88,-122.44302,37.73981,021700,1230146,POINT (-122.443019999873 37.7398140008156)
137,25,-122.41237,37.7083,026403,380650,POINT (-122.412371000221 37.7083030000834)
155,4,-122.41493,37.73479,025403,519270,POINT (-122.41493499975 37.7347940004428)
161,33,-122.38311,37.72276,023200,854800,POINT (-122.383110999873 37.7227580002815)
132,25,-122.46868,37.75312,030301,753827,POINT (-122.468680999728 37.7531170000495)
152,28,-122.43645,37.72379,025500,1076740,POINT (-122.436448999921 37.7237880001161)
132,69,-122.47681,37.75983,030301,753827,POINT (-122.476813999766 37.7598340004388)
141,62,-122.43545,37.71393,026302,759978,POINT (-122.435448000525 37.7139330007075)
160,67,-122.40182,37.72678,023300,636655,POINT (-122.401822000285 37.7267750002661)
145,19,-122.43107,37.71655,026003,399410,POINT (-122.431066999942 37.7165490008358)
174,174,-122.43976,37.74497,021700,1230146,POINT (-122.439763999909 37.7449700002654)
172,90,-122.38001,37.75336,022600,1357761,POINT (-122.380014000046 37.7533580003715)
161,138,-122.39323,37.72773,023200,854800,POINT (-122.393232999903 37.7277330003777)
137,40,-122.40619,37.71524,026403,380650,POINT (-122.406189000222 37.7152440000107)
152,22,-122.43398,37.72576,025500,1076740,POINT (-122.433982000369 37.7257620003161)
145,9,-122.42598,37.71911,026003,399410,POINT (-122.425977999985 37.7191070000881)
172,80,-122.38302,37.75459,022600,1357761,POINT (-122.383015999988 37.7545920006204)
162,15,-122.40825,37.73706,025402,300171,POINT (-122.408245000606 37.7370630007569)
169,5,-122.41382,37.74829,022901,249200,POINT (-122.4138180004 37.7482920005754)
152,110,-122.4274,37.73451,025500,1076740,POINT (-122.427400999956 37.7345070006976)
132,52,-122.47238,37.75594,030301,753827,POINT (-122.472381000383 37.7559429999695)
191,82,-122.4161,37.77353,017700,903361,POINT (-122.416104000599 37.7735320008013)
172,31,-122.38133,37.75651,022600,1357761,POINT (-122.38133499981 37.7565080008436)
134,67,-122.46311,37.75278,030102,1261011,POINT (-122.463114000211 37.7527800006965)
152,82,-122.44078,37.72961,025500,1076740,POINT (-122.440781000043 37.7296050003705)
174,157,-122.44466,37.74353,021700,1230146,POINT (-122.444657999867 37.743528000317)
160,8,-122.39358,37.72712,023300,636655,POINT (-122.393580999763 37.7271220000803)
137,57,-122.40211,37.71271,026403,380650,POINT (-122.402113000215 37.7127120001587)
150,7,-122.39938,37.72001,025800,241624,POINT (-122.399376999949 37.7200050001307)
172,85,-122.38093,37.75464,022600,1357761,POINT (-122.380927999927 37.7546369999976)
172,246,-122.38219,37.76088,022600,1357761,POINT (-122.382185000337 37.760880000112)
131,5,-122.47473,37.72703,033201,971364,POINT (-122.474733000028 37.7270330004727)
156,6,-122.41656,37.74544,025300,383733,POINT (-122.416558999998 37.7454390003097)
148,8,-122.43559,37.72083,026001,407294,POINT (-122.435585000547 37.7208270002659)
157,42,-122.41518,37.73893,025200,656575,POINT (-122.415184000441 37.7389330006575)
150,48,-122.40211,37.72404,025800,241624,POINT (-122.402107999984 37.7240360007609)
134,89,-122.46284,37.76045,030102,1261011,POINT (-122.462842000258 37.7604520001597)
143,70,-122.46235,37.71057,026200,774528,POINT (-122.462346999914 37.7105700003053)
174,142,-122.44729,37.74606,021700,1230146,POINT (-122.447285000502 37.7460550008377)
163,55,-122.37965,37.73096,023102,500773,POINT (-122.379648000255 37.7309600008035)
161,50,-122.38391,37.72344,023200,854800,POINT (-122.383914000031 37.7234440004403)
154,35,-122.42234,37.7254,026002,357861,POINT (-122.422343000529 37.725395000479)
140,1,-122.43792,37.71177,026303,426599,POINT (-122.437918000216 37.711770000785)
140,21,-122.43856,37.70823,026303,426599,POINT (-122.438558000052 37.7082320004066)
135,28,-122.46316,37.76611,030101,346094,POINT (-122.463158000441 37.766107000138)
132,10,-122.46375,37.75375,030301,753827,POINT (-122.463751999955 37.7537490004161)
172,2,-122.37987,37.76222,022600,1357761,POINT (-122.3798700006 37.7622240000376)
161,101,-122.38693,37.72417,023200,854800,POINT (-122.386928000527 37.7241710006912)
157,41,-122.41467,37.73888,025200,656575,POINT (-122.414665999936 37.7388830001504)
174,115,-122.44684,37.74252,021700,1230146,POINT (-122.446839999766 37.7425190005515)
134,30,-122.4529,37.75806,030102,1261011,POINT (-122.452895000204 37.758063000607)
167,26,-122.40509,37.76463,022802,290877,POINT (-122.405089999904 37.764628000282)
173,1,-122.42428,37.73978,021800,501350,POINT (-122.424275999738 37.7397840003314)
172,165,-122.38647,37.76528,022600,1357761,POINT (-122.38647000009 37.7652780005793)
160,40,-122.39707,37.71938,023300,636655,POINT (-122.397072999819 37.7193810001331)
155,42,-122.42639,37.73169,025403,519270,POINT (-122.426391000145 37.7316900002933)
172,43,-122.381,37.7558,022600,1357761,POINT (-122.381003999835 37.7557990005235)
159,6,-122.3838,37.72244,023400,853819,POINT (-122.383803000308 37.7224390008593)
172,235,-122.38175,37.76241,022600,1357761,POINT (-122.38174799997 37.7624050002906)
135,23,-122.46417,37.76413,030101,346094,POINT (-122.464172000437 37.7641310007451)
156,57,-122.42028,37.74813,025300,383733,POINT (-122.420278999776 37.7481250000687)
147,17,-122.44019,37.71762,026004,335952,POINT (-122.440186000483 37.7176240000476)
156,10,-122.41764,37.74294,025300,383733,POINT (-122.417636000201 37.7429350008497)
172,203,-122.3866,37.76319,022600,1357761,POINT (-122.386597000551 37.7631850002876)
174,82,-122.4425,37.73924,021700,1230146,POINT (-122.442504000359 37.7392380003335)
160,76,-122.39807,37.73004,023300,636655,POINT (-122.398074000115 37.7300370005072)
174,28,-122.43456,37.73678,021700,1230146,POINT (-122.434564000228 37.7367790002507)
135,8,-122.45783,37.76348,030101,346094,POINT (-122.457827000116 37.763482000494)
174,160,-122.4439,37.7433,021700,1230146,POINT (-122.443901000031 37.7433040007791)
173,30,-122.4349,37.73375,021800,501350,POINT (-122.434899000389 37.7337510000087)
150,12,-122.3989,37.71881,025800,241624,POINT (-122.398898000342 37.7188080006887)
134,57,-122.45899,37.75195,030102,1261011,POINT (-122.458985000457 37.7519460000079)
138,21,-122.47619,37.7655,030201,360074,POINT (-122.47618700053 37.7654980008321)
131,10,-122.47495,37.72309,033201,971364,POINT (-122.474947000004 37.7230860001189)
144,29,-122.44494,37.71458,026100,751112,POINT (-122.444936000096 37.7145770007281)
134,72,-122.46375,37.75375,030102,1261011,POINT (-122.463751999955 37.7537490004161)
131,64,-122.47825,37.73113,033201,971364,POINT (-122.478247000199 37.731129000503)
137,9,-122.40423,37.71041,026403,380650,POINT (-122.404226000529 37.7104090000753)
132,53,-122.47245,37.75601,030301,753827,POINT (-122.472446999829 37.7560110004074)
140,6,-122.43677,37.71016,026303,426599,POINT (-122.436771000381 37.7101560000994)
144,51,-122.44791,37.72292,026100,751112,POINT (-122.447908000454 37.7229160003732)
138,8,-122.4758,37.75988,030201,360074,POINT (-122.475797000531 37.7598790007154)
172,191,-122.38691,37.76368,022600,1357761,POINT (-122.386911999789 37.7636800006316)
161,100,-122.38694,37.72425,023200,854800,POINT (-122.386935999996 37.7242450005064)
141,80,-122.42833,37.71601,026302,759978,POINT (-122.428327000391 37.7160060000769)
164,49,-122.40352,37.75445,022903,309875,POINT (-122.403523000486 37.7544540005517)
134,94,-122.45783,37.76348,030102,1261011,POINT (-122.457827000116 37.763482000494)
140,23,-122.4389,37.70825,026303,426599,POINT (-122.438895000304 37.7082480002451)
157,36,-122.41266,37.73931,025200,656575,POINT (-122.412656999921 37.7393110001026)
167,14,-122.40745,37.75451,022802,290877,POINT (-122.407448999871 37.7545060002518)
152,115,-122.42734,37.73272,025500,1076740,POINT (-122.427337999749 37.7327210001741)
141,63,-122.43536,37.71384,026302,759978,POINT (-122.43536100011 37.7138440002005)
140,40,-122.44155,37.70828,026303,426599,POINT (-122.441546000248 37.7082809999682)
